location,date,total_cases,new_cases,total_deaths,new_deaths
India,12/25/2020,10169118,22273,147343,251
India,12/26/2020,10187850,18732,147622,279
India,12/27/2020,10207871,20021,147901,279
India,12/28/2020,10224303,16432,148153,252
India,12/29/2020,10244852,20549,148439,286
India,12/30/2020,10266674,21822,148738,299
India,12/31/2020,10266674,0,148738,0
India,1/1/2021,10286709,20035,148994,256
India,1/2/2021,10323965,37256,149435,441
India,1/3/2021,10340469,16504,149649,214
India,1/4/2021,10356844,16375,149850,201
India,1/5/2021,10374932,18088,150114,264
India,1/6/2021,10395278,20346,150336,222
India,1/7/2021,10413417,18139,150570,234
India,1/8/2021,10413417,0,150570,0
India,1/9/2021,10450284,36867,150999,429
India,1/10/2021,10466595,16311,151160,161
India,1/11/2021,10479179,12584,151327,167
India,1/12/2021,10495147,15968,151529,202
India,1/13/2021,10512093,16946,151727,198
India,1/14/2021,10527683,15590,151918,191
India,1/15/2021,10542841,15158,152093,175
India,1/16/2021,10557985,15144,152274,181
India,1/17/2021,10571773,13788,152419,145
India,1/18/2021,10581823,10050,152556,137
India,1/19/2021,10595639,13816,152718,162
India,1/20/2021,10610883,15244,152869,151
India,1/21/2021,10625428,14545,153032,163
India,1/22/2021,10639684,14256,153184,152
India,1/23/2021,10654533,14849,153339,155
India,1/24/2021,10667736,13203,153470,131
India,1/25/2021,10676838,9102,153587,117
India,1/26/2021,10689527,12689,153724,137
India,1/27/2021,10701193,11666,153847,123
India,1/28/2021,10720048,18855,154010,163
India,1/29/2021,10733130,13082,154147,137
India,1/30/2021,10746174,13044,154274,127
India,1/31/2021,10757610,11436,154392,118
India,2/1/2021,10766245,8635,154486,94
India,2/2/2021,10777284,11039,154596,110
India,2/3/2021,10790183,12899,154703,107
India,2/4/2021,10802591,12408,154823,120
India,2/5/2021,10814304,11713,154918,95
India,2/6/2021,10826363,12059,154996,78
India,2/7/2021,10838194,11831,155080,84
India,2/8/2021,10847304,9110,155158,78
India,2/9/2021,10858371,11067,155252,94
India,2/10/2021,10871294,12923,155360,108
India,2/11/2021,10880603,9309,155447,87
India,2/12/2021,10892746,12143,155550,103
India,2/13/2021,10904940,12194,155642,92
India,2/14/2021,10916589,11649,155732,90
India,2/15/2021,10925710,9121,155813,81
India,2/16/2021,10937320,11610,155913,100
India,2/17/2021,10950201,12881,156014,101
India,2/18/2021,10963394,13193,156111,97
India,2/19/2021,10977387,13993,156212,101
India,2/20/2021,10991651,14264,156302,90
India,2/21/2021,11005850,14199,156385,83
India,2/22/2021,11016434,10584,156463,78
India,2/23/2021,11030176,13742,156567,104
India,2/24/2021,11046914,16738,156705,138
India,2/25/2021,11063491,16577,156825,120
India,2/26/2021,11079979,16488,156938,113
India,2/27/2021,11096731,16752,157051,113
India,2/28/2021,11112241,15510,157157,106
India,3/1/2021,11124527,12286,157248,91
India,3/2/2021,11139516,14989,157346,98
India,3/3/2021,11156923,17407,157435,89
India,3/4/2021,11173761,16838,157548,113
India,3/5/2021,11192045,18284,157656,108
India,3/6/2021,11210799,18754,157756,100
India,3/7/2021,11229398,18599,157853,97
India,3/8/2021,11244786,15388,157930,77
India,3/9/2021,11262707,17921,158063,133
India,3/10/2021,11285561,22854,158189,126
India,3/11/2021,11308846,23285,158306,117
India,3/12/2021,11333728,24882,158446,140
India,3/13/2021,11359048,25320,158607,161
India,3/14/2021,11385339,26291,158725,118
India,3/15/2021,11409831,24492,158856,131
India,3/16/2021,11438734,28903,159044,188
India,3/17/2021,11474605,35871,159216,172
India,3/18/2021,11514331,39726,159370,154
India,3/19/2021,11555284,40953,159558,188
India,3/20/2021,11599130,43846,159755,197
India,3/21/2021,11646081,46951,159967,212
India,3/22/2021,11686796,40715,160166,199
Italy,2/21/2020,20,17,1,1
Italy,2/22/2020,62,42,2,1
Italy,2/23/2020,155,93,3,1
Italy,2/24/2020,229,74,7,4
Italy,2/25/2020,322,93,10,3
Italy,2/26/2020,453,131,12,2
Italy,2/27/2020,655,202,17,5
Italy,2/28/2020,888,233,21,4
Italy,2/29/2020,1128,240,29,8
Italy,3/1/2020,1694,566,34,5
Italy,3/2/2020,2036,342,52,18
Italy,3/3/2020,2502,466,79,27
Italy,3/4/2020,3089,587,107,28
Italy,3/5/2020,3858,769,148,41
Italy,3/6/2020,4636,778,197,49
Italy,3/7/2020,5883,1247,233,36
Italy,3/8/2020,7375,1492,366,133
Italy,3/9/2020,9172,1797,463,97
Italy,3/10/2020,10149,977,631,168
Italy,3/11/2020,12462,2313,827,196
Italy,3/12/2020,15113,2651,1016,189
Italy,3/13/2020,17660,2547,1266,250
Italy,3/14/2020,21157,3497,1441,175
Italy,3/15/2020,24747,3590,1809,368
Italy,3/16/2020,27980,3233,2158,349
Italy,3/17/2020,31506,3526,2503,345
Italy,3/18/2020,35713,4207,2978,475
Italy,3/19/2020,41035,5322,3405,427
Italy,3/20/2020,47021,5986,4032,627
Italy,3/21/2020,53578,6557,4825,793
Italy,3/22/2020,59138,5560,5476,651
Italy,3/23/2020,63927,4789,6077,601
Italy,3/24/2020,69176,5249,6820,743
Italy,3/25/2020,74386,5210,7503,683
Italy,3/26/2020,80589,6203,8215,712
Italy,3/27/2020,86498,5909,9134,919
Italy,3/28/2020,92472,5974,10023,889
Italy,3/29/2020,97689,5217,10779,756
Italy,3/30/2020,101739,4050,11591,812
Italy,3/31/2020,105792,4053,12428,837
Italy,4/1/2020,110574,4782,13155,727
Italy,4/2/2020,115242,4668,13915,760
Italy,4/3/2020,119827,4585,14681,766
Italy,4/4/2020,124632,4805,15362,681
Italy,4/5/2020,128948,4316,15887,525
Italy,4/6/2020,132547,3599,16523,636
Italy,4/7/2020,135586,3039,17127,604
Italy,4/8/2020,139422,3836,17669,542
Italy,4/9/2020,143626,4204,18279,610
Italy,4/10/2020,147577,3951,18849,570
Italy,4/11/2020,152271,4694,19468,619
Italy,4/12/2020,156363,4092,19899,431
Italy,4/13/2020,159516,3153,20465,566
Italy,4/14/2020,162488,2972,21067,602
Italy,4/15/2020,165155,2667,21645,578
Italy,4/16/2020,168941,3786,22170,525
Italy,4/17/2020,172434,3493,22745,575
Italy,4/18/2020,175925,3491,23227,482
Italy,4/19/2020,178972,3047,23660,433
Italy,4/20/2020,181228,2256,24114,454
Italy,4/21/2020,183957,2729,24648,534
Italy,4/22/2020,187327,3370,25085,437
Italy,4/23/2020,189973,2646,25549,464
Italy,4/24/2020,192994,3021,25969,420
Italy,4/25/2020,195351,2357,26384,415
Italy,4/26/2020,197675,2324,26644,260
Italy,4/27/2020,199414,1739,26977,333
Italy,4/28/2020,201505,2091,27359,382
Italy,4/29/2020,203591,2086,27682,323
Italy,4/30/2020,205463,1872,27967,285
Italy,5/1/2020,207428,1965,28236,269
Italy,5/2/2020,209328,1900,28710,474
Italy,5/3/2020,210717,1389,28884,174
Italy,5/4/2020,211938,1221,29079,195
Italy,5/5/2020,213013,1075,29315,236
Italy,5/6/2020,214457,1444,29684,369
Italy,5/7/2020,215858,1401,29958,274
Italy,5/8/2020,217185,1327,30201,243
Italy,5/9/2020,218268,1083,30395,194
Italy,5/10/2020,219070,802,30560,165
Italy,5/11/2020,219814,744,30739,179
Italy,5/12/2020,221216,1402,30911,172
Italy,5/13/2020,222104,888,31106,195
Italy,5/14/2020,223096,992,31368,262
Italy,5/15/2020,223885,789,31610,242
Italy,5/16/2020,224760,875,31763,153
Italy,5/17/2020,225435,675,31908,145
Italy,5/18/2020,225886,451,32007,99
Italy,5/19/2020,226699,813,32169,162
Italy,5/20/2020,227364,665,32330,161
Italy,5/21/2020,228006,642,32486,156
Italy,5/22/2020,228658,652,32616,130
Italy,5/23/2020,229327,669,32735,119
Italy,5/24/2020,229858,531,32785,50
Italy,5/25/2020,230158,300,32877,92
Italy,5/26/2020,230555,397,32955,78
Italy,5/27/2020,231139,584,33072,117
Italy,5/28/2020,231732,593,33142,70
Italy,5/29/2020,232248,516,33229,87
Italy,5/30/2020,232664,416,33340,111
Italy,5/31/2020,232997,333,33415,75
Italy,6/1/2020,233197,200,33475,60
Italy,6/2/2020,233515,318,33530,55
Italy,6/3/2020,233836,321,33601,71
Italy,6/4/2020,234013,177,33689,88
Italy,6/5/2020,234531,518,33774,85
Italy,6/6/2020,234801,270,33846,72
Italy,6/7/2020,234998,197,33899,53
Italy,6/8/2020,235278,280,33964,65
Italy,6/9/2020,235561,283,34043,79
Italy,6/10/2020,235763,202,34114,71
Italy,6/11/2020,236142,379,34167,53
Italy,6/12/2020,236305,163,34223,56
Italy,6/13/2020,236651,346,34301,78
Italy,6/14/2020,236989,338,34345,44
Italy,6/15/2020,237290,301,34371,26
Italy,6/16/2020,237500,210,34405,34
Italy,6/17/2020,237828,328,34448,43
Italy,6/18/2020,238159,331,34514,66
Italy,6/19/2020,238011,-148,34561,47
Italy,6/20/2020,238275,264,34610,49
Italy,6/21/2020,238499,224,34634,24
Italy,6/22/2020,238720,221,34657,23
Italy,6/23/2020,238833,113,34675,18
Italy,6/24/2020,239410,577,34644,-31
Italy,6/25/2020,239706,296,34678,34
Italy,6/26/2020,239961,255,34708,30
Italy,6/27/2020,240136,175,34716,8
Italy,6/28/2020,240310,174,34738,22
Italy,6/29/2020,240436,126,34744,6
Italy,6/30/2020,240578,142,34767,23
Italy,7/1/2020,240760,182,34788,21
Italy,7/2/2020,240961,201,34818,30
Italy,7/3/2020,241184,223,34833,15
Italy,7/4/2020,241419,235,34854,21
Italy,7/5/2020,241611,192,34861,7
Italy,7/6/2020,241819,208,34869,8
Italy,7/7/2020,241956,137,34899,30
Italy,7/8/2020,242149,193,34914,15
Italy,7/9/2020,242363,214,34926,12
Italy,7/10/2020,242639,276,34938,12
Italy,7/11/2020,242827,188,34945,7
Italy,7/12/2020,243061,234,34954,9
Italy,7/13/2020,243230,169,34967,13
Italy,7/14/2020,243344,114,34984,17
Italy,7/15/2020,243506,162,34997,13
Italy,7/16/2020,243736,230,35017,20
Italy,7/17/2020,243967,231,35028,11
Italy,7/18/2020,244216,249,35042,14
Italy,7/19/2020,244434,218,35045,3
Italy,7/20/2020,244624,190,35058,13
Italy,7/21/2020,244752,128,35073,15
Italy,7/22/2020,245032,280,35082,9
Italy,7/23/2020,245338,306,35092,10
Italy,7/24/2020,245590,252,35097,5
Italy,7/25/2020,245864,274,35102,5
Italy,7/26/2020,246118,254,35107,5
Italy,7/27/2020,246286,168,35112,5
Italy,7/28/2020,246488,202,35123,11
Italy,7/29/2020,246776,288,35129,6
Italy,7/30/2020,247158,382,35132,3
Italy,7/31/2020,247537,379,35141,9
Italy,8/1/2020,247832,295,35146,5
Italy,8/2/2020,248070,238,35154,8
Italy,8/3/2020,248229,159,35166,12
Italy,8/4/2020,248419,190,35171,5
Italy,8/5/2020,248803,384,35181,10
Italy,8/6/2020,249204,401,35187,6
Italy,8/7/2020,249756,552,35190,3
Italy,8/8/2020,250103,347,35203,13
Italy,8/9/2020,250566,463,35205,2
Italy,8/10/2020,250825,259,35209,4
Italy,8/11/2020,251237,412,35215,6
Italy,8/12/2020,251713,476,35225,10
Italy,8/13/2020,252235,522,35231,6
Italy,8/14/2020,252809,574,35234,3
Italy,8/15/2020,253438,629,35392,158
Italy,8/16/2020,253915,477,35396,4
Italy,8/17/2020,254235,320,35400,4
Italy,8/18/2020,254636,401,35405,5
Italy,8/19/2020,255278,642,35412,7
Italy,8/20/2020,256118,840,35418,6
Italy,8/21/2020,257065,947,35427,9
Italy,8/22/2020,258136,1071,35430,3
Italy,8/23/2020,259345,1209,35437,7
Italy,8/24/2020,260298,953,35441,4
Italy,8/25/2020,261174,876,35445,4
Italy,8/26/2020,262540,1366,35458,13
Italy,8/27/2020,263949,1409,35463,5
Italy,8/28/2020,265409,1460,35472,9
Italy,8/29/2020,266853,1444,35473,1
Italy,8/30/2020,268218,1365,35477,4
Italy,8/31/2020,269214,996,35483,6
Italy,9/1/2020,270189,975,35491,8
Italy,9/2/2020,271515,1326,35497,6
Italy,9/3/2020,272912,1397,35507,10
Italy,9/4/2020,274644,1732,35518,11
Italy,9/5/2020,276338,1694,35534,16
Italy,9/6/2020,277634,1296,35541,7
Italy,9/7/2020,278784,1150,35553,12
Italy,9/8/2020,280153,1369,35563,10
Italy,9/9/2020,281583,1430,35577,14
Italy,9/10/2020,283180,1597,35587,10
Italy,9/11/2020,284796,1616,35597,10
Italy,9/12/2020,286297,1501,35603,6
Italy,9/13/2020,287753,1456,35610,7
Italy,9/14/2020,288761,1008,35624,14
Italy,9/15/2020,289990,1229,35633,9
Italy,9/16/2020,291442,1452,35645,12
Italy,9/17/2020,293025,1583,35658,13
Italy,9/18/2020,294932,1907,35668,10
Italy,9/19/2020,296569,1637,35692,24
Italy,9/20/2020,298156,1587,35707,15
Italy,9/21/2020,299506,1350,35724,17
Italy,9/22/2020,300897,1391,35738,14
Italy,9/23/2020,302537,1640,35758,20
Italy,9/24/2020,304323,1786,35781,23
Italy,9/25/2020,306235,1912,35801,20
Italy,9/26/2020,308104,1869,35818,17
Italy,9/27/2020,309870,1766,35835,17
Italy,9/28/2020,311364,1494,35851,16
Italy,9/29/2020,313011,1647,35875,24
Italy,9/30/2020,314861,1850,35894,19
Italy,10/1/2020,317409,2548,35918,24
Italy,10/2/2020,319908,2499,35941,23
Italy,10/3/2020,322751,2843,35968,27
Italy,10/4/2020,325329,2578,35986,18
Italy,10/5/2020,327586,2257,36002,16
Italy,10/6/2020,330263,2677,36030,28
Italy,10/7/2020,333940,3677,36061,31
Italy,10/8/2020,338398,4458,36083,22
Italy,10/9/2020,343770,5372,36111,28
Italy,10/10/2020,349494,5724,36140,29
Italy,10/11/2020,354950,5456,36166,26
Italy,10/12/2020,359569,4619,36205,39
Italy,10/13/2020,365467,5898,36246,41
Italy,10/14/2020,372799,7332,36289,43
Italy,10/15/2020,381602,8803,36372,83
Italy,10/16/2020,391611,10009,36427,55
Italy,10/17/2020,402536,10925,36474,47
Italy,10/18/2020,414241,11705,36543,69
Italy,10/19/2020,423578,9337,36616,73
Italy,10/20/2020,434449,10871,36705,89
Italy,10/21/2020,449648,15199,36832,127
Italy,10/22/2020,465726,16078,36968,136
Italy,10/23/2020,484869,19143,37059,91
Italy,10/24/2020,504509,19640,37210,151
Italy,10/25/2020,525782,21273,37338,128
Italy,10/26/2020,542789,17007,37479,141
Italy,10/27/2020,564778,21989,37700,221
Italy,10/28/2020,589766,24988,37905,205
Italy,10/29/2020,616595,26829,38122,217
Italy,10/30/2020,647674,31079,38321,199
Italy,10/31/2020,679430,31756,38618,297
Italy,11/1/2020,709335,29905,38826,208
Italy,11/2/2020,731588,22253,39059,233
Italy,11/3/2020,759829,28241,39412,353
Italy,11/4/2020,790377,30548,39764,352
Italy,11/5/2020,824879,34502,40192,428
Italy,11/6/2020,862681,37802,40638,446
Italy,11/7/2020,902490,39809,41063,425
Italy,11/8/2020,935104,32614,41394,331
Italy,11/9/2020,960373,25269,41750,356
Italy,11/10/2020,995463,35090,42330,580
Italy,11/11/2020,1028424,32961,42953,623
Italy,11/12/2020,1066401,37977,43589,636
Italy,11/13/2020,1107303,40902,44139,550
Italy,11/14/2020,1144552,37249,44683,544
Italy,11/15/2020,1178529,33977,45229,546
Italy,11/16/2020,1205881,27352,45733,504
Italy,11/17/2020,1238072,32191,46464,731
Italy,11/18/2020,1272352,34280,47217,753
Italy,11/19/2020,1308528,36176,47870,653
Italy,11/20/2020,1345767,37239,48569,699
Italy,11/21/2020,1380531,34764,49261,692
Italy,11/22/2020,1408868,28337,49823,562
Italy,11/23/2020,1431795,22927,50453,630
Italy,11/24/2020,1455022,23227,51306,853
Italy,11/25/2020,1480874,25852,52028,722
Italy,11/26/2020,1509875,29001,52850,822
Italy,11/27/2020,1538217,28342,53677,827
Italy,11/28/2020,1564532,26315,54363,686
Italy,11/29/2020,1585178,20646,54904,541
Italy,11/30/2020,1601554,16376,55576,672
Italy,12/1/2020,1620901,19347,56361,785
Italy,12/2/2020,1641610,20709,57045,684
Italy,12/3/2020,1664829,23219,58038,993
Italy,12/4/2020,1688939,24110,58852,814
Italy,12/5/2020,1709991,21052,59514,662
Italy,12/6/2020,1728878,18887,60078,564
Italy,12/7/2020,1742557,13679,60606,528
Italy,12/8/2020,1757394,14837,61240,634
Italy,12/9/2020,1770149,12755,61739,499
Italy,12/10/2020,1787147,16998,62626,887
Italy,12/11/2020,1805873,18726,63387,761
Italy,12/12/2020,1825775,19902,64036,649
Italy,12/13/2020,1843712,17937,64520,484
Italy,12/14/2020,1855737,12025,65011,491
Italy,12/15/2020,1870576,14839,65857,846
Italy,12/16/2020,1888144,17568,66537,680
Italy,12/17/2020,1906377,18233,67220,683
Italy,12/18/2020,1921778,15401,67894,674
Italy,12/19/2020,1938083,16305,68447,553
Italy,12/20/2020,1953185,15102,68799,352
Italy,12/21/2020,1964054,10869,69214,415
Italy,12/22/2020,1977370,13316,69842,628
Italy,12/23/2020,1991278,13908,70395,553
Italy,12/24/2020,2009317,18039,70900,505
Italy,12/25/2020,2028354,19037,71359,459
Italy,12/26/2020,2038759,10405,71620,261
Italy,12/27/2020,2047696,8937,71925,305
Italy,12/28/2020,2056277,8581,72370,445
Italy,12/29/2020,2067487,11210,73029,659
Italy,12/30/2020,2083689,16202,73604,575
Italy,12/31/2020,2107166,23477,74159,555
Italy,1/1/2021,2129376,22210,74621,462
Italy,1/2/2021,2141201,11825,74985,364
Italy,1/3/2021,2155446,14245,75332,347
Italy,1/4/2021,2166244,10798,75680,348
Italy,1/5/2021,2181619,15375,76329,649
Italy,1/6/2021,2201945,20326,76877,548
Italy,1/7/2021,2220361,18416,77291,414
Italy,1/8/2021,2237890,17529,77911,620
Italy,1/9/2021,2257866,19976,78394,483
Italy,1/10/2021,2276491,18625,78755,361
Italy,1/11/2021,2289021,12530,79203,448
Italy,1/12/2021,2303263,14242,79819,616
Italy,1/13/2021,2319036,15773,80326,507
Italy,1/14/2021,2336279,17243,80848,522
Italy,1/15/2021,2352423,16144,81325,477
Italy,1/16/2021,2368733,16310,81800,475
Italy,1/17/2021,2381277,12544,82177,377
Italy,1/18/2021,2390102,8825,82554,377
Italy,1/19/2021,2400598,10496,83157,603
Italy,1/20/2021,2414166,13568,83681,524
Italy,1/21/2021,2428221,14055,84202,521
Italy,1/22/2021,2441854,13633,84674,472
Italy,1/23/2021,2455185,13331,85162,488
Italy,1/24/2021,2466813,11628,85461,299
Italy,1/25/2021,2475372,8559,85881,420
Italy,1/26/2021,2485956,10584,86422,541
Italy,1/27/2021,2501147,15191,86889,467
Italy,1/28/2021,2515507,14360,87381,492
Italy,1/29/2021,2529070,13563,87858,477
Italy,1/30/2021,2541783,12713,88279,421
Italy,1/31/2021,2553032,11249,88516,237
Italy,2/1/2021,2560957,7925,88845,329
Italy,2/2/2021,2570608,9651,89344,499
Italy,2/3/2021,2583790,13182,89820,476
Italy,2/4/2021,2597446,13656,90241,421
Italy,2/5/2021,2611659,14213,90618,377
Italy,2/6/2021,2625098,13439,91003,385
Italy,2/7/2021,2636738,11640,91273,270
Italy,2/8/2021,2644707,7969,91580,307
Italy,2/9/2021,2655319,10612,92002,422
Italy,2/10/2021,2668266,12947,92338,336
Italy,2/11/2021,2683403,15137,92729,391
Italy,2/12/2021,2697296,13893,93045,316
Italy,2/13/2021,2710819,13523,93356,311
Italy,2/14/2021,2721879,11060,93577,221
Italy,2/15/2021,2729223,7344,93835,258
Italy,2/16/2021,2739591,10368,94171,336
Italy,2/17/2021,2751657,12066,94540,369
Italy,2/18/2021,2765412,13755,94887,347
Italy,2/19/2021,2780882,15470,95235,348
Italy,2/20/2021,2795796,14914,95486,251
Italy,2/21/2021,2809246,13450,95718,232
Italy,2/22/2021,2818863,9617,95992,274
Italy,2/23/2021,2832162,13299,96348,356
Italy,2/24/2021,2848564,16402,96666,318
Italy,2/25/2021,2868435,19871,96974,308
Italy,2/26/2021,2888923,20488,97227,253
Italy,2/27/2021,2907825,18902,97507,280
Italy,2/28/2021,2925265,17440,97699,192
Italy,3/1/2021,2938371,13106,97945,246
Italy,3/2/2021,2955434,17063,98288,343
Italy,3/3/2021,2976274,20840,98635,347
Italy,3/4/2021,2999119,22845,98974,339
Italy,3/5/2021,3023129,24010,99271,297
Italy,3/6/2021,3046762,23633,99578,307
Italy,3/7/2021,3067486,20724,99785,207
Italy,3/8/2021,3081368,13882,100103,318
Italy,3/9/2021,3101093,19725,100479,376
Italy,3/10/2021,3123368,22275,100811,332
Italy,3/11/2021,3149017,25649,101184,373
Italy,3/12/2021,3175807,26790,101564,380
Italy,3/13/2021,3201838,26031,101881,317
Italy,3/14/2021,3223142,21304,102145,264
Italy,3/15/2021,3238394,15252,102499,354
Italy,3/16/2021,3258770,20376,103001,502
Italy,3/17/2021,3281810,23040,103432,431
Italy,3/18/2021,3306711,24901,103855,423
Italy,3/19/2021,3332418,25707,104241,386
Italy,3/20/2021,3356331,23913,104642,401
Italy,3/21/2021,3376376,20045,104942,300
Italy,3/22/2021,3390181,13805,105328,386
Spain,3/3/2020,165,45,1,1
Spain,3/4/2020,222,57,2,1
Spain,3/5/2020,259,37,3,1
Spain,3/6/2020,400,141,5,2
Spain,3/7/2020,500,100,10,5
Spain,3/8/2020,673,173,17,7
Spain,3/9/2020,1073,400,28,11
Spain,3/10/2020,1695,622,35,7
Spain,3/11/2020,2277,582,54,19
Spain,3/12/2020,2277,0,55,1
Spain,3/13/2020,5232,2955,133,78
Spain,3/14/2020,6391,1159,195,62
Spain,3/15/2020,7798,1407,289,94
Spain,3/16/2020,9942,2144,342,53
Spain,3/17/2020,11748,1806,533,191
Spain,3/18/2020,13910,2162,623,90
Spain,3/19/2020,17963,4053,830,207
Spain,3/20/2020,20410,2447,1043,213
Spain,3/21/2020,25374,4964,1375,332
Spain,3/22/2020,28768,3394,1772,397
Spain,3/23/2020,35136,6368,2311,539
Spain,3/24/2020,39885,4749,2808,497
Spain,3/25/2020,49515,9630,3647,839
Spain,3/26/2020,57786,8271,4365,718
Spain,3/27/2020,65719,7933,5138,773
Spain,3/28/2020,73235,7516,5982,844
Spain,3/29/2020,80110,6875,6803,821
Spain,3/30/2020,87956,7846,7716,913
Spain,3/31/2020,95923,7967,8464,748
Spain,4/1/2020,104118,8195,9387,923
Spain,4/2/2020,112065,7947,10348,961
Spain,4/3/2020,119199,7134,11198,850
Spain,4/4/2020,126168,6969,11947,749
Spain,4/5/2020,131646,5478,12641,694
Spain,4/6/2020,136675,5029,13341,700
Spain,4/7/2020,141942,5267,14045,704
Spain,4/8/2020,148220,6278,14792,747
Spain,4/9/2020,153222,5002,15447,655
Spain,4/10/2020,158273,5051,16081,634
Spain,4/11/2020,163027,4754,16606,525
Spain,4/12/2020,166831,3804,17209,603
Spain,4/13/2020,170099,3268,17756,547
Spain,4/14/2020,172541,2442,18056,300
Spain,4/15/2020,177644,5103,18708,652
Spain,4/16/2020,184948,7304,19315,607
Spain,4/17/2020,190839,5891,20002,687
Spain,4/18/2020,191726,887,20043,41
Spain,4/19/2020,198674,6948,20453,410
Spain,4/20/2020,200210,1536,20852,399
Spain,4/21/2020,204178,3968,21282,430
Spain,4/22/2020,208389,4211,21717,435
Spain,4/23/2020,213024,4635,22157,440
Spain,4/24/2020,202990,-10034,22524,367
Spain,4/25/2020,205905,2915,22902,378
Spain,4/26/2020,207634,1729,23190,288
Spain,4/27/2020,209465,1831,23521,331
Spain,4/28/2020,210773,1308,23822,301
Spain,4/29/2020,212917,2144,24275,453
Spain,4/30/2020,213435,518,24543,268
Spain,5/1/2020,215216,1781,24543,0
Spain,5/2/2020,216582,1366,25100,557
Spain,5/3/2020,217466,884,25264,164
Spain,5/4/2020,218011,545,25428,164
Spain,5/5/2020,219329,1318,25613,185
Spain,5/6/2020,220325,996,25857,244
Spain,5/7/2020,221447,1122,26070,213
Spain,5/8/2020,222857,1410,26299,229
Spain,5/9/2020,223578,721,26478,179
Spain,5/10/2020,224350,772,26621,143
Spain,5/11/2020,227436,3086,26744,123
Spain,5/12/2020,228030,594,26920,176
Spain,5/13/2020,228691,661,27104,184
Spain,5/14/2020,229540,849,27321,217
Spain,5/15/2020,230183,643,27459,138
Spain,5/16/2020,230698,515,27563,104
Spain,5/17/2020,230698,0,27563,0
Spain,5/18/2020,231606,908,27709,146
Spain,5/19/2020,232037,431,27778,69
Spain,5/20/2020,232555,518,27888,110
Spain,5/21/2020,233037,482,27940,52
Spain,5/22/2020,234824,1787,28628,688
Spain,5/23/2020,235290,466,28678,50
Spain,5/24/2020,235772,482,28752,74
Spain,5/25/2020,235400,-372,26834,-1918
Spain,5/26/2020,236259,859,27117,283
Spain,5/27/2020,236259,0,27117,0
Spain,5/28/2020,237906,1647,27119,2
Spain,5/29/2020,238564,658,27121,2
Spain,5/30/2020,239228,664,27125,4
Spain,5/31/2020,239479,251,27127,2
Spain,6/1/2020,239638,159,27127,0
Spain,6/2/2020,239932,294,27127,0
Spain,6/3/2020,240326,394,27128,1
Spain,6/4/2020,240660,334,27133,5
Spain,6/5/2020,240978,318,27134,1
Spain,6/6/2020,241310,332,27135,1
Spain,6/7/2020,241550,240,27136,1
Spain,6/8/2020,241717,167,27136,0
Spain,6/9/2020,241966,249,27136,0
